datumId,datum,dag,dagVanWeek,dagNaam,week,maand,maandNaam,kwartaal,jaar
1277,1983-07-01,1,4,vrijdag,26,7,juli,3,1983
1278,1983-07-02,2,5,zaterdag,26,7,juli,3,1983
1279,1983-07-03,3,6,zondag,26,7,juli,3,1983
1280,1983-07-04,4,0,maandag,27,7,juli,3,1983
1281,1983-07-05,5,1,dinsdag,27,7,juli,3,1983
1282,1983-07-06,6,2,woensdag,27,7,juli,3,1983
1283,1983-07-07,7,3,donderdag,27,7,juli,3,1983
1284,1983-07-08,8,4,vrijdag,27,7,juli,3,1983
1285,1983-07-09,9,5,zaterdag,27,7,juli,3,1983
1286,1983-07-10,10,6,zondag,27,7,juli,3,1983
1287,1983-07-11,11,0,maandag,28,7,juli,3,1983
1288,1983-07-12,12,1,dinsdag,28,7,juli,3,1983
1289,1983-07-13,13,2,woensdag,28,7,juli,3,1983
1290,1983-07-14,14,3,donderdag,28,7,juli,3,1983
1291,1983-07-15,15,4,vrijdag,28,7,juli,3,1983
1292,1983-07-16,16,5,zaterdag,28,7,juli,3,1983
1293,1983-07-17,17,6,zondag,28,7,juli,3,1983
1294,1983-07-18,18,0,maandag,29,7,juli,3,1983
1295,1983-07-19,19,1,dinsdag,29,7,juli,3,1983
1296,1983-07-20,20,2,woensdag,29,7,juli,3,1983
1297,1983-07-21,21,3,donderdag,29,7,juli,3,1983
1298,1983-07-22,22,4,vrijdag,29,7,juli,3,1983
1299,1983-07-23,23,5,zaterdag,29,7,juli,3,1983
1300,1983-07-24,24,6,zondag,29,7,juli,3,1983
1301,1983-07-25,25,0,maandag,30,7,juli,3,1983
1302,1983-07-26,26,1,dinsdag,30,7,juli,3,1983
1303,1983-07-27,27,2,woensdag,30,7,juli,3,1983
1304,1983-07-28,28,3,donderdag,30,7,juli,3,1983
1305,1983-07-29,29,4,vrijdag,30,7,juli,3,1983
1306,1983-07-30,30,5,zaterdag,30,7,juli,3,1983
1307,1983-07-31,31,6,zondag,30,7,juli,3,1983
1308,1983-08-01,1,0,maandag,31,8,augustus,3,1983
1309,1983-08-02,2,1,dinsdag,31,8,augustus,3,1983
1310,1983-08-03,3,2,woensdag,31,8,augustus,3,1983
1311,1983-08-04,4,3,donderdag,31,8,augustus,3,1983
1312,1983-08-05,5,4,vrijdag,31,8,augustus,3,1983
1313,1983-08-06,6,5,zaterdag,31,8,augustus,3,1983
1314,1983-08-07,7,6,zondag,31,8,augustus,3,1983
1315,1983-08-08,8,0,maandag,32,8,augustus,3,1983
1316,1983-08-09,9,1,dinsdag,32,8,augustus,3,1983
1317,1983-08-10,10,2,woensdag,32,8,augustus,3,1983
1318,1983-08-11,11,3,donderdag,32,8,augustus,3,1983
1319,1983-08-12,12,4,vrijdag,32,8,augustus,3,1983
1320,1983-08-13,13,5,zaterdag,32,8,augustus,3,1983
1321,1983-08-14,14,6,zondag,32,8,augustus,3,1983
1322,1983-08-15,15,0,maandag,33,8,augustus,3,1983
1323,1983-08-16,16,1,dinsdag,33,8,augustus,3,1983
1324,1983-08-17,17,2,woensdag,33,8,augustus,3,1983
1325,1983-08-18,18,3,donderdag,33,8,augustus,3,1983
1326,1983-08-19,19,4,vrijdag,33,8,augustus,3,1983
1327,1983-08-20,20,5,zaterdag,33,8,augustus,3,1983
1328,1983-08-21,21,6,zondag,33,8,augustus,3,1983
1329,1983-08-22,22,0,maandag,34,8,augustus,3,1983
1330,1983-08-23,23,1,dinsdag,34,8,augustus,3,1983
1331,1983-08-24,24,2,woensdag,34,8,augustus,3,1983
1332,1983-08-25,25,3,donderdag,34,8,augustus,3,1983
1333,1983-08-26,26,4,vrijdag,34,8,augustus,3,1983
1334,1983-08-27,27,5,zaterdag,34,8,augustus,3,1983
1335,1983-08-28,28,6,zondag,34,8,augustus,3,1983
1336,1983-08-29,29,0,maandag,35,8,augustus,3,1983
1337,1983-08-30,30,1,dinsdag,35,8,augustus,3,1983
1338,1983-08-31,31,2,woensdag,35,8,augustus,3,1983
1339,1983-09-01,1,3,donderdag,35,9,september,3,1983
1340,1983-09-02,2,4,vrijdag,35,9,september,3,1983
1341,1983-09-03,3,5,zaterdag,35,9,september,3,1983
1342,1983-09-04,4,6,zondag,35,9,september,3,1983
1343,1983-09-05,5,0,maandag,36,9,september,3,1983
1344,1983-09-06,6,1,dinsdag,36,9,september,3,1983
1345,1983-09-07,7,2,woensdag,36,9,september,3,1983
1346,1983-09-08,8,3,donderdag,36,9,september,3,1983
1347,1983-09-09,9,4,vrijdag,36,9,september,3,1983
1348,1983-09-10,10,5,zaterdag,36,9,september,3,1983
1349,1983-09-11,11,6,zondag,36,9,september,3,1983
1350,1983-09-12,12,0,maandag,37,9,september,3,1983
1351,1983-09-13,13,1,dinsdag,37,9,september,3,1983
1352,1983-09-14,14,2,woensdag,37,9,september,3,1983
1353,1983-09-15,15,3,donderdag,37,9,september,3,1983
1354,1983-09-16,16,4,vrijdag,37,9,september,3,1983
1355,1983-09-17,17,5,zaterdag,37,9,september,3,1983
1356,1983-09-18,18,6,zondag,37,9,september,3,1983
1357,1983-09-19,19,0,maandag,38,9,september,3,1983
1358,1983-09-20,20,1,dinsdag,38,9,september,3,1983
1359,1983-09-21,21,2,woensdag,38,9,september,3,1983
1360,1983-09-22,22,3,donderdag,38,9,september,3,1983
1361,1983-09-23,23,4,vrijdag,38,9,september,3,1983
1362,1983-09-24,24,5,zaterdag,38,9,september,3,1983
1363,1983-09-25,25,6,zondag,38,9,september,3,1983
1364,1983-09-26,26,0,maandag,39,9,september,3,1983
1365,1983-09-27,27,1,dinsdag,39,9,september,3,1983
1366,1983-09-28,28,2,woensdag,39,9,september,3,1983
1367,1983-09-29,29,3,donderdag,39,9,september,3,1983
1368,1983-09-30,30,4,vrijdag,39,9,september,3,1983
1369,1983-10-01,1,5,zaterdag,39,10,oktober,4,1983
1370,1983-10-02,2,6,zondag,39,10,oktober,4,1983
1371,1983-10-03,3,0,maandag,40,10,oktober,4,1983
1372,1983-10-04,4,1,dinsdag,40,10,oktober,4,1983
1373,1983-10-05,5,2,woensdag,40,10,oktober,4,1983
1374,1983-10-06,6,3,donderdag,40,10,oktober,4,1983
1375,1983-10-07,7,4,vrijdag,40,10,oktober,4,1983
1376,1983-10-08,8,5,zaterdag,40,10,oktober,4,1983
1377,1983-10-09,9,6,zondag,40,10,oktober,4,1983
1378,1983-10-10,10,0,maandag,41,10,oktober,4,1983
1379,1983-10-11,11,1,dinsdag,41,10,oktober,4,1983
1380,1983-10-12,12,2,woensdag,41,10,oktober,4,1983
1381,1983-10-13,13,3,donderdag,41,10,oktober,4,1983
1382,1983-10-14,14,4,vrijdag,41,10,oktober,4,1983
1383,1983-10-15,15,5,zaterdag,41,10,oktober,4,1983
1384,1983-10-16,16,6,zondag,41,10,oktober,4,1983
1385,1983-10-17,17,0,maandag,42,10,oktober,4,1983
1386,1983-10-18,18,1,dinsdag,42,10,oktober,4,1983
1387,1983-10-19,19,2,woensdag,42,10,oktober,4,1983
1388,1983-10-20,20,3,donderdag,42,10,oktober,4,1983
1389,1983-10-21,21,4,vrijdag,42,10,oktober,4,1983
1390,1983-10-22,22,5,zaterdag,42,10,oktober,4,1983
1391,1983-10-23,23,6,zondag,42,10,oktober,4,1983
1392,1983-10-24,24,0,maandag,43,10,oktober,4,1983
1393,1983-10-25,25,1,dinsdag,43,10,oktober,4,1983
1394,1983-10-26,26,2,woensdag,43,10,oktober,4,1983
1395,1983-10-27,27,3,donderdag,43,10,oktober,4,1983
1396,1983-10-28,28,4,vrijdag,43,10,oktober,4,1983
1397,1983-10-29,29,5,zaterdag,43,10,oktober,4,1983
1398,1983-10-30,30,6,zondag,43,10,oktober,4,1983
1399,1983-10-31,31,0,maandag,44,10,oktober,4,1983
1400,1983-11-01,1,1,dinsdag,44,11,november,4,1983
1401,1983-11-02,2,2,woensdag,44,11,november,4,1983
1402,1983-11-03,3,3,donderdag,44,11,november,4,1983
1403,1983-11-04,4,4,vrijdag,44,11,november,4,1983
1404,1983-11-05,5,5,zaterdag,44,11,november,4,1983
1405,1983-11-06,6,6,zondag,44,11,november,4,1983
1406,1983-11-07,7,0,maandag,45,11,november,4,1983
1407,1983-11-08,8,1,dinsdag,45,11,november,4,1983
1408,1983-11-09,9,2,woensdag,45,11,november,4,1983
1409,1983-11-10,10,3,donderdag,45,11,november,4,1983
1410,1983-11-11,11,4,vrijdag,45,11,november,4,1983
1411,1983-11-12,12,5,zaterdag,45,11,november,4,1983
1412,1983-11-13,13,6,zondag,45,11,november,4,1983
1413,1983-11-14,14,0,maandag,46,11,november,4,1983
1414,1983-11-15,15,1,dinsdag,46,11,november,4,1983
1415,1983-11-16,16,2,woensdag,46,11,november,4,1983
1416,1983-11-17,17,3,donderdag,46,11,november,4,1983
1417,1983-11-18,18,4,vrijdag,46,11,november,4,1983
1418,1983-11-19,19,5,zaterdag,46,11,november,4,1983
1419,1983-11-20,20,6,zondag,46,11,november,4,1983
1420,1983-11-21,21,0,maandag,47,11,november,4,1983
1421,1983-11-22,22,1,dinsdag,47,11,november,4,1983
1422,1983-11-23,23,2,woensdag,47,11,november,4,1983
1423,1983-11-24,24,3,donderdag,47,11,november,4,1983
1424,1983-11-25,25,4,vrijdag,47,11,november,4,1983
1425,1983-11-26,26,5,zaterdag,47,11,november,4,1983
1426,1983-11-27,27,6,zondag,47,11,november,4,1983
1427,1983-11-28,28,0,maandag,48,11,november,4,1983
1428,1983-11-29,29,1,dinsdag,48,11,november,4,1983
1429,1983-11-30,30,2,woensdag,48,11,november,4,1983
1430,1983-12-01,1,3,donderdag,48,12,december,4,1983
1431,1983-12-02,2,4,vrijdag,48,12,december,4,1983
1432,1983-12-03,3,5,zaterdag,48,12,december,4,1983
1433,1983-12-04,4,6,zondag,48,12,december,4,1983
1434,1983-12-05,5,0,maandag,49,12,december,4,1983
1435,1983-12-06,6,1,dinsdag,49,12,december,4,1983
1436,1983-12-07,7,2,woensdag,49,12,december,4,1983
1437,1983-12-08,8,3,donderdag,49,12,december,4,1983
1438,1983-12-09,9,4,vrijdag,49,12,december,4,1983
1439,1983-12-10,10,5,zaterdag,49,12,december,4,1983
1440,1983-12-11,11,6,zondag,49,12,december,4,1983
1441,1983-12-12,12,0,maandag,50,12,december,4,1983
1442,1983-12-13,13,1,dinsdag,50,12,december,4,1983
1443,1983-12-14,14,2,woensdag,50,12,december,4,1983
1444,1983-12-15,15,3,donderdag,50,12,december,4,1983
1445,1983-12-16,16,4,vrijdag,50,12,december,4,1983
1446,1983-12-17,17,5,zaterdag,50,12,december,4,1983
1447,1983-12-18,18,6,zondag,50,12,december,4,1983
1448,1983-12-19,19,0,maandag,51,12,december,4,1983
1449,1983-12-20,20,1,dinsdag,51,12,december,4,1983
1450,1983-12-21,21,2,woensdag,51,12,december,4,1983
1451,1983-12-22,22,3,donderdag,51,12,december,4,1983
1452,1983-12-23,23,4,vrijdag,51,12,december,4,1983
1453,1983-12-24,24,5,zaterdag,51,12,december,4,1983
1454,1983-12-25,25,6,zondag,51,12,december,4,1983
1455,1983-12-26,26,0,maandag,52,12,december,4,1983
1456,1983-12-27,27,1,dinsdag,52,12,december,4,1983
1457,1983-12-28,28,2,woensdag,52,12,december,4,1983
1458,1983-12-29,29,3,donderdag,52,12,december,4,1983
1459,1983-12-30,30,4,vrijdag,52,12,december,4,1983
1460,1983-12-31,31,5,zaterdag,52,12,december,4,1983
1461,1984-01-01,1,6,zondag,52,1,januari,1,1984
1462,1984-01-02,2,0,maandag,1,1,januari,1,1984
1463,1984-01-03,3,1,dinsdag,1,1,januari,1,1984
1464,1984-01-04,4,2,woensdag,1,1,januari,1,1984
1465,1984-01-05,5,3,donderdag,1,1,januari,1,1984
1466,1984-01-06,6,4,vrijdag,1,1,januari,1,1984
1467,1984-01-07,7,5,zaterdag,1,1,januari,1,1984
1468,1984-01-08,8,6,zondag,1,1,januari,1,1984
1469,1984-01-09,9,0,maandag,2,1,januari,1,1984
1470,1984-01-10,10,1,dinsdag,2,1,januari,1,1984
1471,1984-01-11,11,2,woensdag,2,1,januari,1,1984
1472,1984-01-12,12,3,donderdag,2,1,januari,1,1984
1473,1984-01-13,13,4,vrijdag,2,1,januari,1,1984
1474,1984-01-14,14,5,zaterdag,2,1,januari,1,1984
1475,1984-01-15,15,6,zondag,2,1,januari,1,1984
1476,1984-01-16,16,0,maandag,3,1,januari,1,1984
1477,1984-01-17,17,1,dinsdag,3,1,januari,1,1984
1478,1984-01-18,18,2,woensdag,3,1,januari,1,1984
1479,1984-01-19,19,3,donderdag,3,1,januari,1,1984
1480,1984-01-20,20,4,vrijdag,3,1,januari,1,1984
1481,1984-01-21,21,5,zaterdag,3,1,januari,1,1984
1482,1984-01-22,22,6,zondag,3,1,januari,1,1984
1483,1984-01-23,23,0,maandag,4,1,januari,1,1984
1484,1984-01-24,24,1,dinsdag,4,1,januari,1,1984
1485,1984-01-25,25,2,woensdag,4,1,januari,1,1984
1486,1984-01-26,26,3,donderdag,4,1,januari,1,1984
1487,1984-01-27,27,4,vrijdag,4,1,januari,1,1984
1488,1984-01-28,28,5,zaterdag,4,1,januari,1,1984
1489,1984-01-29,29,6,zondag,4,1,januari,1,1984
1490,1984-01-30,30,0,maandag,5,1,januari,1,1984
1491,1984-01-31,31,1,dinsdag,5,1,januari,1,1984
1492,1984-02-01,1,2,woensdag,5,2,februari,1,1984
1493,1984-02-02,2,3,donderdag,5,2,februari,1,1984
1494,1984-02-03,3,4,vrijdag,5,2,februari,1,1984
1495,1984-02-04,4,5,zaterdag,5,2,februari,1,1984
1496,1984-02-05,5,6,zondag,5,2,februari,1,1984
1497,1984-02-06,6,0,maandag,6,2,februari,1,1984
1498,1984-02-07,7,1,dinsdag,6,2,februari,1,1984
1499,1984-02-08,8,2,woensdag,6,2,februari,1,1984
1500,1984-02-09,9,3,donderdag,6,2,februari,1,1984
1501,1984-02-10,10,4,vrijdag,6,2,februari,1,1984
1502,1984-02-11,11,5,zaterdag,6,2,februari,1,1984
1503,1984-02-12,12,6,zondag,6,2,februari,1,1984
1504,1984-02-13,13,0,maandag,7,2,februari,1,1984
1505,1984-02-14,14,1,dinsdag,7,2,februari,1,1984
1506,1984-02-15,15,2,woensdag,7,2,februari,1,1984
1507,1984-02-16,16,3,donderdag,7,2,februari,1,1984
1508,1984-02-17,17,4,vrijdag,7,2,februari,1,1984
1509,1984-02-18,18,5,zaterdag,7,2,februari,1,1984
1510,1984-02-19,19,6,zondag,7,2,februari,1,1984
1511,1984-02-20,20,0,maandag,8,2,februari,1,1984
1512,1984-02-21,21,1,dinsdag,8,2,februari,1,1984
1513,1984-02-22,22,2,woensdag,8,2,februari,1,1984
1514,1984-02-23,23,3,donderdag,8,2,februari,1,1984
1515,1984-02-24,24,4,vrijdag,8,2,februari,1,1984
1516,1984-02-25,25,5,zaterdag,8,2,februari,1,1984
1517,1984-02-26,26,6,zondag,8,2,februari,1,1984
1518,1984-02-27,27,0,maandag,9,2,februari,1,1984
1519,1984-02-28,28,1,dinsdag,9,2,februari,1,1984
1520,1984-02-29,29,2,woensdag,9,2,februari,1,1984
1521,1984-03-01,1,3,donderdag,9,3,maart,1,1984
1522,1984-03-02,2,4,vrijdag,9,3,maart,1,1984
1523,1984-03-03,3,5,zaterdag,9,3,maart,1,1984
1524,1984-03-04,4,6,zondag,9,3,maart,1,1984
1525,1984-03-05,5,0,maandag,10,3,maart,1,1984
1526,1984-03-06,6,1,dinsdag,10,3,maart,1,1984
1527,1984-03-07,7,2,woensdag,10,3,maart,1,1984
1528,1984-03-08,8,3,donderdag,10,3,maart,1,1984
1529,1984-03-09,9,4,vrijdag,10,3,maart,1,1984
1530,1984-03-10,10,5,zaterdag,10,3,maart,1,1984
1531,1984-03-11,11,6,zondag,10,3,maart,1,1984
1532,1984-03-12,12,0,maandag,11,3,maart,1,1984
1533,1984-03-13,13,1,dinsdag,11,3,maart,1,1984
1534,1984-03-14,14,2,woensdag,11,3,maart,1,1984
1535,1984-03-15,15,3,donderdag,11,3,maart,1,1984
1536,1984-03-16,16,4,vrijdag,11,3,maart,1,1984
1537,1984-03-17,17,5,zaterdag,11,3,maart,1,1984
1538,1984-03-18,18,6,zondag,11,3,maart,1,1984
1539,1984-03-19,19,0,maandag,12,3,maart,1,1984
1540,1984-03-20,20,1,dinsdag,12,3,maart,1,1984
1541,1984-03-21,21,2,woensdag,12,3,maart,1,1984
1542,1984-03-22,22,3,donderdag,12,3,maart,1,1984
1543,1984-03-23,23,4,vrijdag,12,3,maart,1,1984
1544,1984-03-24,24,5,zaterdag,12,3,maart,1,1984
1545,1984-03-25,25,6,zondag,12,3,maart,1,1984
1546,1984-03-26,26,0,maandag,13,3,maart,1,1984
1547,1984-03-27,27,1,dinsdag,13,3,maart,1,1984
1548,1984-03-28,28,2,woensdag,13,3,maart,1,1984
1549,1984-03-29,29,3,donderdag,13,3,maart,1,1984
1550,1984-03-30,30,4,vrijdag,13,3,maart,1,1984
1551,1984-03-31,31,5,zaterdag,13,3,maart,1,1984
1552,1984-04-01,1,6,zondag,13,4,april,2,1984
1553,1984-04-02,2,0,maandag,14,4,april,2,1984
1554,1984-04-03,3,1,dinsdag,14,4,april,2,1984
1555,1984-04-04,4,2,woensdag,14,4,april,2,1984
1556,1984-04-05,5,3,donderdag,14,4,april,2,1984
1557,1984-04-06,6,4,vrijdag,14,4,april,2,1984
1558,1984-04-07,7,5,zaterdag,14,4,april,2,1984
1559,1984-04-08,8,6,zondag,14,4,april,2,1984
1560,1984-04-09,9,0,maandag,15,4,april,2,1984
1561,1984-04-10,10,1,dinsdag,15,4,april,2,1984
1562,1984-04-11,11,2,woensdag,15,4,april,2,1984
1563,1984-04-12,12,3,donderdag,15,4,april,2,1984
1564,1984-04-13,13,4,vrijdag,15,4,april,2,1984
1565,1984-04-14,14,5,zaterdag,15,4,april,2,1984
1566,1984-04-15,15,6,zondag,15,4,april,2,1984
1567,1984-04-16,16,0,maandag,16,4,april,2,1984
1568,1984-04-17,17,1,dinsdag,16,4,april,2,1984
1569,1984-04-18,18,2,woensdag,16,4,april,2,1984
1570,1984-04-19,19,3,donderdag,16,4,april,2,1984
1571,1984-04-20,20,4,vrijdag,16,4,april,2,1984
1572,1984-04-21,21,5,zaterdag,16,4,april,2,1984
1573,1984-04-22,22,6,zondag,16,4,april,2,1984
1574,1984-04-23,23,0,maandag,17,4,april,2,1984
1575,1984-04-24,24,1,dinsdag,17,4,april,2,1984
1576,1984-04-25,25,2,woensdag,17,4,april,2,1984
1577,1984-04-26,26,3,donderdag,17,4,april,2,1984
1578,1984-04-27,27,4,vrijdag,17,4,april,2,1984
1579,1984-04-28,28,5,zaterdag,17,4,april,2,1984
1580,1984-04-29,29,6,zondag,17,4,april,2,1984
1581,1984-04-30,30,0,maandag,18,4,april,2,1984
1582,1984-05-01,1,1,dinsdag,18,5,mei,2,1984
1583,1984-05-02,2,2,woensdag,18,5,mei,2,1984
1584,1984-05-03,3,3,donderdag,18,5,mei,2,1984
1585,1984-05-04,4,4,vrijdag,18,5,mei,2,1984
1586,1984-05-05,5,5,zaterdag,18,5,mei,2,1984
1587,1984-05-06,6,6,zondag,18,5,mei,2,1984
1588,1984-05-07,7,0,maandag,19,5,mei,2,1984
1589,1984-05-08,8,1,dinsdag,19,5,mei,2,1984
1590,1984-05-09,9,2,woensdag,19,5,mei,2,1984
1591,1984-05-10,10,3,donderdag,19,5,mei,2,1984
1592,1984-05-11,11,4,vrijdag,19,5,mei,2,1984
1593,1984-05-12,12,5,zaterdag,19,5,mei,2,1984
1594,1984-05-13,13,6,zondag,19,5,mei,2,1984
1595,1984-05-14,14,0,maandag,20,5,mei,2,1984
1596,1984-05-15,15,1,dinsdag,20,5,mei,2,1984
1597,1984-05-16,16,2,woensdag,20,5,mei,2,1984
1598,1984-05-17,17,3,donderdag,20,5,mei,2,1984
1599,1984-05-18,18,4,vrijdag,20,5,mei,2,1984
1600,1984-05-19,19,5,zaterdag,20,5,mei,2,1984
1601,1984-05-20,20,6,zondag,20,5,mei,2,1984
1602,1984-05-21,21,0,maandag,21,5,mei,2,1984
1603,1984-05-22,22,1,dinsdag,21,5,mei,2,1984
1604,1984-05-23,23,2,woensdag,21,5,mei,2,1984
1605,1984-05-24,24,3,donderdag,21,5,mei,2,1984
1606,1984-05-25,25,4,vrijdag,21,5,mei,2,1984
1607,1984-05-26,26,5,zaterdag,21,5,mei,2,1984
1608,1984-05-27,27,6,zondag,21,5,mei,2,1984
1609,1984-05-28,28,0,maandag,22,5,mei,2,1984
1610,1984-05-29,29,1,dinsdag,22,5,mei,2,1984
1611,1984-05-30,30,2,woensdag,22,5,mei,2,1984
1612,1984-05-31,31,3,donderdag,22,5,mei,2,1984
1613,1984-06-01,1,4,vrijdag,22,6,juni,2,1984
1614,1984-06-02,2,5,zaterdag,22,6,juni,2,1984
1615,1984-06-03,3,6,zondag,22,6,juni,2,1984
1616,1984-06-04,4,0,maandag,23,6,juni,2,1984
1617,1984-06-05,5,1,dinsdag,23,6,juni,2,1984
1618,1984-06-06,6,2,woensdag,23,6,juni,2,1984
1619,1984-06-07,7,3,donderdag,23,6,juni,2,1984
1620,1984-06-08,8,4,vrijdag,23,6,juni,2,1984
1621,1984-06-09,9,5,zaterdag,23,6,juni,2,1984
1622,1984-06-10,10,6,zondag,23,6,juni,2,1984
1623,1984-06-11,11,0,maandag,24,6,juni,2,1984
1624,1984-06-12,12,1,dinsdag,24,6,juni,2,1984
1625,1984-06-13,13,2,woensdag,24,6,juni,2,1984
1626,1984-06-14,14,3,donderdag,24,6,juni,2,1984
1627,1984-06-15,15,4,vrijdag,24,6,juni,2,1984
1628,1984-06-16,16,5,zaterdag,24,6,juni,2,1984
1629,1984-06-17,17,6,zondag,24,6,juni,2,1984
1630,1984-06-18,18,0,maandag,25,6,juni,2,1984
1631,1984-06-19,19,1,dinsdag,25,6,juni,2,1984
1632,1984-06-20,20,2,woensdag,25,6,juni,2,1984
1633,1984-06-21,21,3,donderdag,25,6,juni,2,1984
1634,1984-06-22,22,4,vrijdag,25,6,juni,2,1984
1635,1984-06-23,23,5,zaterdag,25,6,juni,2,1984
1636,1984-06-24,24,6,zondag,25,6,juni,2,1984
1637,1984-06-25,25,0,maandag,26,6,juni,2,1984
1638,1984-06-26,26,1,dinsdag,26,6,juni,2,1984
1639,1984-06-27,27,2,woensdag,26,6,juni,2,1984
1640,1984-06-28,28,3,donderdag,26,6,juni,2,1984
1641,1984-06-29,29,4,vrijdag,26,6,juni,2,1984
1642,1984-06-30,30,5,zaterdag,26,6,juni,2,1984
1643,1984-07-01,1,6,zondag,26,7,juli,3,1984
1644,1984-07-02,2,0,maandag,27,7,juli,3,1984
1645,1984-07-03,3,1,dinsdag,27,7,juli,3,1984
1646,1984-07-04,4,2,woensdag,27,7,juli,3,1984
1647,1984-07-05,5,3,donderdag,27,7,juli,3,1984
1648,1984-07-06,6,4,vrijdag,27,7,juli,3,1984
1649,1984-07-07,7,5,zaterdag,27,7,juli,3,1984
1650,1984-07-08,8,6,zondag,27,7,juli,3,1984
1651,1984-07-09,9,0,maandag,28,7,juli,3,1984
1652,1984-07-10,10,1,dinsdag,28,7,juli,3,1984
1653,1984-07-11,11,2,woensdag,28,7,juli,3,1984
1654,1984-07-12,12,3,donderdag,28,7,juli,3,1984
1655,1984-07-13,13,4,vrijdag,28,7,juli,3,1984
1656,1984-07-14,14,5,zaterdag,28,7,juli,3,1984
1657,1984-07-15,15,6,zondag,28,7,juli,3,1984
1658,1984-07-16,16,0,maandag,29,7,juli,3,1984
1659,1984-07-17,17,1,dinsdag,29,7,juli,3,1984
1660,1984-07-18,18,2,woensdag,29,7,juli,3,1984
1661,1984-07-19,19,3,donderdag,29,7,juli,3,1984
1662,1984-07-20,20,4,vrijdag,29,7,juli,3,1984
1663,1984-07-21,21,5,zaterdag,29,7,juli,3,1984
1664,1984-07-22,22,6,zondag,29,7,juli,3,1984
1665,1984-07-23,23,0,maandag,30,7,juli,3,1984
1666,1984-07-24,24,1,dinsdag,30,7,juli,3,1984
1667,1984-07-25,25,2,woensdag,30,7,juli,3,1984
1668,1984-07-26,26,3,donderdag,30,7,juli,3,1984
1669,1984-07-27,27,4,vrijdag,30,7,juli,3,1984
1670,1984-07-28,28,5,zaterdag,30,7,juli,3,1984
1671,1984-07-29,29,6,zondag,30,7,juli,3,1984
1672,1984-07-30,30,0,maandag,31,7,juli,3,1984
1673,1984-07-31,31,1,dinsdag,31,7,juli,3,1984
1674,1984-08-01,1,2,woensdag,31,8,augustus,3,1984
1675,1984-08-02,2,3,donderdag,31,8,augustus,3,1984
1676,1984-08-03,3,4,vrijdag,31,8,augustus,3,1984
1677,1984-08-04,4,5,zaterdag,31,8,augustus,3,1984
1678,1984-08-05,5,6,zondag,31,8,augustus,3,1984
1679,1984-08-06,6,0,maandag,32,8,augustus,3,1984
1680,1984-08-07,7,1,dinsdag,32,8,augustus,3,1984
1681,1984-08-08,8,2,woensdag,32,8,augustus,3,1984
1682,1984-08-09,9,3,donderdag,32,8,augustus,3,1984
1683,1984-08-10,10,4,vrijdag,32,8,augustus,3,1984
1684,1984-08-11,11,5,zaterdag,32,8,augustus,3,1984
1685,1984-08-12,12,6,zondag,32,8,augustus,3,1984
1686,1984-08-13,13,0,maandag,33,8,augustus,3,1984
1687,1984-08-14,14,1,dinsdag,33,8,augustus,3,1984
1688,1984-08-15,15,2,woensdag,33,8,augustus,3,1984
1689,1984-08-16,16,3,donderdag,33,8,augustus,3,1984
1690,1984-08-17,17,4,vrijdag,33,8,augustus,3,1984
1691,1984-08-18,18,5,zaterdag,33,8,augustus,3,1984
1692,1984-08-19,19,6,zondag,33,8,augustus,3,1984
1693,1984-08-20,20,0,maandag,34,8,augustus,3,1984
1694,1984-08-21,21,1,dinsdag,34,8,augustus,3,1984
1695,1984-08-22,22,2,woensdag,34,8,augustus,3,1984
1696,1984-08-23,23,3,donderdag,34,8,augustus,3,1984
1697,1984-08-24,24,4,vrijdag,34,8,augustus,3,1984
1698,1984-08-25,25,5,zaterdag,34,8,augustus,3,1984
1699,1984-08-26,26,6,zondag,34,8,augustus,3,1984
1700,1984-08-27,27,0,maandag,35,8,augustus,3,1984
1701,1984-08-28,28,1,dinsdag,35,8,augustus,3,1984
1702,1984-08-29,29,2,woensdag,35,8,augustus,3,1984
1703,1984-08-30,30,3,donderdag,35,8,augustus,3,1984
1704,1984-08-31,31,4,vrijdag,35,8,augustus,3,1984
1705,1984-09-01,1,5,zaterdag,35,9,september,3,1984
1706,1984-09-02,2,6,zondag,35,9,september,3,1984
1707,1984-09-03,3,0,maandag,36,9,september,3,1984
1708,1984-09-04,4,1,dinsdag,36,9,september,3,1984
1709,1984-09-05,5,2,woensdag,36,9,september,3,1984
1710,1984-09-06,6,3,donderdag,36,9,september,3,1984
1711,1984-09-07,7,4,vrijdag,36,9,september,3,1984
1712,1984-09-08,8,5,zaterdag,36,9,september,3,1984
1713,1984-09-09,9,6,zondag,36,9,september,3,1984
1714,1984-09-10,10,0,maandag,37,9,september,3,1984
1715,1984-09-11,11,1,dinsdag,37,9,september,3,1984
1716,1984-09-12,12,2,woensdag,37,9,september,3,1984
1717,1984-09-13,13,3,donderdag,37,9,september,3,1984
1718,1984-09-14,14,4,vrijdag,37,9,september,3,1984
1719,1984-09-15,15,5,zaterdag,37,9,september,3,1984
1720,1984-09-16,16,6,zondag,37,9,september,3,1984
1721,1984-09-17,17,0,maandag,38,9,september,3,1984
1722,1984-09-18,18,1,dinsdag,38,9,september,3,1984
1723,1984-09-19,19,2,woensdag,38,9,september,3,1984
1724,1984-09-20,20,3,donderdag,38,9,september,3,1984
1725,1984-09-21,21,4,vrijdag,38,9,september,3,1984
